y_token_train,y_list,GPT_ans,Hobert_ans,GPT,HeBERT
2184,Positive,Positive,Positive,TRUE,TRUE
2185,Positive,Positive,Positive,TRUE,TRUE
2186,Positive,Positive,Positive,TRUE,TRUE
2187,Positive,Neutral,Negative,FALSE,FALSE
2188,Positive,Neutral,Negative,FALSE,FALSE
2189,Positive,Positive,Positive,TRUE,TRUE
2190,Negative,Neutral,Negative,FALSE,TRUE
2191,Positive,Negative,Negative,FALSE,FALSE
2192,Positive,Negative,Negative,FALSE,FALSE
2193,Positive,Neutral,Positive,FALSE,TRUE
2194,Positive,Neutral,Negative,FALSE,FALSE
2195,Negative,Negative,Negative,TRUE,TRUE
2196,Positive,Positive,Positive,TRUE,TRUE
2197,Negative,Negative,Negative,TRUE,TRUE
2198,Positive,Positive,Positive,TRUE,TRUE
2199,Positive,Positive,Positive,TRUE,TRUE
2200,Positive,Positive,Positive,TRUE,TRUE
2201,Positive,Negative,Negative,FALSE,FALSE
2202,Negative,Neutral,Negative,FALSE,TRUE
2203,Positive,Positive,Positive,TRUE,TRUE
2204,Positive,Positive,Positive,TRUE,TRUE
2205,Negative,Negative,Negative,TRUE,TRUE
2206,Positive,Positive,Positive,TRUE,TRUE
2207,Negative,Neutral,Negative,FALSE,TRUE
2208,Positive,Positive,Positive,TRUE,TRUE
2209,Positive,Positive,Positive,TRUE,TRUE
2210,Negative,Positive,Negative,FALSE,TRUE
2211,Positive,Positive,Positive,TRUE,TRUE
2212,Positive,Neutral,Positive,FALSE,TRUE
2213,Positive,Neutral,Positive,FALSE,TRUE
2214,Positive,Positive,Positive,TRUE,TRUE
2215,Positive,Positive,Negative,TRUE,FALSE
2216,Negative,Negative,Negative,TRUE,TRUE
2217,Positive,Positive,Positive,TRUE,TRUE
2218,Positive,Positive,Positive,TRUE,TRUE
2219,Positive,Positive,Positive,TRUE,TRUE
2220,Negative,Neutral,Negative,FALSE,TRUE
2221,Positive,Negative,Negative,FALSE,FALSE
2222,Negative,Negative,Negative,TRUE,TRUE
2223,Positive,Negative,Negative,FALSE,FALSE
2224,Positive,Negative,Positive,FALSE,TRUE
2225,Positive,Positive,Positive,TRUE,TRUE
2226,Positive,Neutral,Negative,FALSE,FALSE
2227,Positive,Positive,Positive,TRUE,TRUE
2228,Negative,Negative,Negative,TRUE,TRUE
2229,Positive,Positive,Positive,TRUE,TRUE
2230,Positive,Positive,Positive,TRUE,TRUE
2231,Positive,Neutral,Negative,FALSE,FALSE
2232,Positive,Neutral,Negative,FALSE,FALSE
2233,Positive,Neutral,Positive,FALSE,TRUE
2234,Positive,Neutral,Negative,FALSE,FALSE
2235,Positive,Positive,Positive,TRUE,TRUE
2236,Positive,Positive,Positive,TRUE,TRUE
2237,Negative,Neutral,Negative,FALSE,TRUE
2238,Positive,Positive,Positive,TRUE,TRUE
2239,Positive,Positive,Positive,TRUE,TRUE
2240,Positive,Positive,Positive,TRUE,TRUE
2241,Positive,Positive,Negative,TRUE,FALSE
2242,Negative,Negative,Negative,TRUE,TRUE
2243,Negative,Neutral,Negative,FALSE,TRUE
2244,Positive,Positive,Positive,TRUE,TRUE
2245,Positive,Neutral,Negative,FALSE,FALSE
2246,Negative,Negative,Negative,TRUE,TRUE
2247,Positive,Positive,Positive,TRUE,TRUE
2248,Negative,Negative,Negative,TRUE,TRUE
2249,Negative,Neutral,Negative,FALSE,TRUE
2250,Positive,Negative,Negative,FALSE,FALSE
2251,Positive,Positive,Positive,TRUE,TRUE
2252,Positive,Positive,Positive,TRUE,TRUE
2253,Negative,Neutral,Negative,FALSE,TRUE
2254,Positive,Negative,Negative,FALSE,FALSE
2255,Positive,Positive,Positive,TRUE,TRUE
2256,Positive,Positive,Positive,TRUE,TRUE
2257,Negative,Negative,Negative,TRUE,TRUE
2258,Positive,Neutral,Negative,FALSE,FALSE
2259,Negative,Negative,Negative,TRUE,TRUE
2260,Negative,Neutral,Negative,FALSE,TRUE
2261,Positive,Positive,Positive,TRUE,TRUE
2262,Positive,Positive,Positive,TRUE,TRUE
2263,Negative,Negative,Negative,TRUE,TRUE
2264,Positive,Positive,Positive,TRUE,TRUE
2265,Positive,Negative,Negative,FALSE,FALSE
2266,Negative,Negative,Negative,TRUE,TRUE
2267,Negative,Negative,Negative,TRUE,TRUE
2268,Positive,Positive,Positive,TRUE,TRUE
2269,Positive,Neutral,Positive,FALSE,TRUE
2270,Positive,Positive,Positive,TRUE,TRUE
2271,Positive,Positive,Positive,TRUE,TRUE
2272,Positive,Neutral,Positive,FALSE,TRUE
2273,Positive,Positive,Positive,TRUE,TRUE
2274,Positive,Negative,Positive,FALSE,TRUE
2275,Positive,Positive,Positive,TRUE,TRUE
2276,Positive,Negative,Positive,FALSE,TRUE
2277,Negative,Negative,Negative,TRUE,TRUE
2278,Positive,Positive,Positive,TRUE,TRUE
2279,Positive,Neutral,Neutral,FALSE,FALSE
2280,Positive,Positive,Positive,TRUE,TRUE
2281,Positive,Positive,Negative,TRUE,FALSE
2282,Negative,Neutral,Negative,FALSE,TRUE
2283,Positive,Positive,Positive,TRUE,TRUE
2284,Positive,Neutral,Positive,FALSE,TRUE
2285,Positive,Positive,Positive,TRUE,TRUE
2286,Positive,Positive,Positive,TRUE,TRUE
2287,Positive,Positive,Positive,TRUE,TRUE
2288,Positive,Neutral,Positive,FALSE,TRUE
2289,Positive,Positive,Positive,TRUE,TRUE
2290,Neutral,Negative,Neutral,FALSE,TRUE
2291,Positive,Negative,Positive,FALSE,TRUE
2292,Positive,Positive,Positive,TRUE,TRUE
2293,Negative,Neutral,Negative,FALSE,TRUE
2294,Positive,Positive,Negative,TRUE,FALSE
2295,Positive,Negative,Negative,FALSE,FALSE
2296,Positive,Neutral,Negative,FALSE,FALSE
2297,Positive,Negative,Negative,FALSE,FALSE
2298,Negative,Negative,Negative,TRUE,TRUE
2299,Negative,Negative,Negative,TRUE,TRUE
2300,Positive,Neutral,Positive,FALSE,TRUE
2301,Positive,Positive,Positive,TRUE,TRUE
2302,Negative,Negative,Negative,TRUE,TRUE
2303,Positive,Neutral,Positive,FALSE,TRUE
2304,Positive,Negative,Negative,FALSE,FALSE
2305,Neutral,Negative,Negative,FALSE,FALSE
2306,Positive,Positive,Positive,TRUE,TRUE
2307,Positive,Positive,Positive,TRUE,TRUE
2308,Positive,Positive,Positive,TRUE,TRUE
2309,Positive,Neutral,Negative,FALSE,FALSE
2310,Positive,Neutral,Negative,FALSE,FALSE
2311,Negative,Neutral,Negative,FALSE,TRUE
2312,Positive,Neutral,Positive,FALSE,TRUE
2313,Positive,Neutral,Negative,FALSE,FALSE
2314,Positive,Negative,Negative,FALSE,FALSE
2315,Positive,Negative,Negative,FALSE,FALSE
2316,Positive,Neutral,Positive,FALSE,TRUE
2317,Positive,Positive,Positive,TRUE,TRUE
2318,Positive,Positive,Positive,TRUE,TRUE
2319,Positive,Neutral,Positive,FALSE,TRUE
2320,Negative,Negative,Negative,TRUE,TRUE
2321,Positive,Positive,Negative,TRUE,FALSE
2322,Negative,Neutral,Positive,FALSE,FALSE
2323,Positive,Positive,Positive,TRUE,TRUE
2324,Positive,Positive,Positive,TRUE,TRUE
2325,Positive,Neutral,Positive,FALSE,TRUE
2326,Positive,Positive,Positive,TRUE,TRUE
2327,Neutral,Negative,Neutral,FALSE,TRUE
2328,Negative,Negative,Negative,TRUE,TRUE
2329,Positive,Positive,Positive,TRUE,TRUE
2330,Negative,Neutral,Negative,FALSE,TRUE
2331,Positive,Neutral,Positive,FALSE,TRUE
2332,Positive,Neutral,Positive,FALSE,TRUE
2333,Positive,Negative,Negative,FALSE,FALSE
2334,Positive,Positive,Positive,TRUE,TRUE
2335,Positive,Positive,Positive,TRUE,TRUE
2336,Positive,Positive,Positive,TRUE,TRUE
2337,Negative,Neutral,Negative,FALSE,TRUE
2338,Positive,Negative,Positive,FALSE,TRUE
2339,Positive,Positive,Positive,TRUE,TRUE
2340,Positive,Positive,Positive,TRUE,TRUE
2341,Neutral,Negative,Negative,FALSE,FALSE
2342,Positive,Positive,Negative,TRUE,FALSE
2343,Positive,Negative,Negative,FALSE,FALSE
2344,Positive,Neutral,Negative,FALSE,FALSE
2345,Positive,Positive,Positive,TRUE,TRUE
2346,Positive,Positive,Negative,TRUE,FALSE
2347,Negative,Neutral,Positive,FALSE,FALSE
2348,Positive,Neutral,Positive,FALSE,TRUE
2349,Positive,Positive,Negative,TRUE,FALSE
2350,Positive,Neutral,Negative,FALSE,FALSE
2351,Positive,Positive,Positive,TRUE,TRUE
2352,Negative,Neutral,Negative,FALSE,TRUE
2353,Positive,Positive,Positive,TRUE,TRUE
2354,Negative,Neutral,Negative,FALSE,TRUE
2355,Negative,Negative,Negative,TRUE,TRUE
2356,Negative,Negative,Negative,TRUE,TRUE
2357,Positive,Neutral,Negative,FALSE,FALSE
2358,Negative,Negative,Negative,TRUE,TRUE
2359,Negative,Negative,Negative,TRUE,TRUE
2360,Neutral,Neutral,Negative,TRUE,FALSE
2361,Negative,Negative,Negative,TRUE,TRUE
2362,Positive,Negative,Negative,FALSE,FALSE
2363,Negative,Neutral,Negative,FALSE,TRUE
2364,Positive,Positive,Positive,TRUE,TRUE
2365,Positive,Positive,Positive,TRUE,TRUE
2366,Positive,Positive,Positive,TRUE,TRUE
2367,Negative,Negative,Negative,TRUE,TRUE
2368,Negative,Neutral,Negative,FALSE,TRUE
2369,Positive,Positive,Positive,TRUE,TRUE
2370,Positive,Positive,Positive,TRUE,TRUE
2371,Negative,Negative,Negative,TRUE,TRUE
2372,Negative,Negative,Negative,TRUE,TRUE
2373,Positive,Positive,Positive,TRUE,TRUE
2374,Positive,Neutral,Negative,FALSE,FALSE
2375,Positive,Negative,Negative,FALSE,FALSE
2376,Positive,Neutral,Positive,FALSE,TRUE
2377,Positive,Neutral,Positive,FALSE,TRUE
2378,Negative,Negative,Negative,TRUE,TRUE
2379,Negative,Negative,Negative,TRUE,TRUE
2380,Positive,Positive,Positive,TRUE,TRUE
2381,Positive,Positive,Positive,TRUE,TRUE
2382,Positive,Positive,Positive,TRUE,TRUE
2383,Positive,Negative,Negative,FALSE,FALSE
2384,Negative,Neutral,Negative,FALSE,TRUE
2385,Positive,Positive,Positive,TRUE,TRUE
2386,Positive,Neutral,Positive,FALSE,TRUE
2387,Negative,Negative,Negative,TRUE,TRUE
2388,Positive,Neutral,Positive,FALSE,TRUE
2389,Positive,Negative,Negative,FALSE,FALSE
2390,Negative,Neutral,Negative,FALSE,TRUE
2391,Positive,Neutral,Positive,FALSE,TRUE
2392,Positive,Positive,Positive,TRUE,TRUE
2393,Negative,Negative,Negative,TRUE,TRUE
2394,Positive,Positive,Positive,TRUE,TRUE
2395,Positive,Positive,Positive,TRUE,TRUE
2396,Positive,Positive,Positive,TRUE,TRUE
2397,Positive,Negative,Negative,FALSE,FALSE
2398,Negative,Negative,Negative,TRUE,TRUE
2399,Negative,Negative,Neutral,TRUE,FALSE
2400,Positive,Positive,Negative,TRUE,FALSE
2401,Negative,Negative,Negative,TRUE,TRUE
2402,Positive,Positive,Positive,TRUE,TRUE
2403,Positive,Negative,Neutral,FALSE,FALSE
2404,Positive,Positive,Positive,TRUE,TRUE
2405,Negative,Negative,Negative,TRUE,TRUE
2406,Positive,Positive,Positive,TRUE,TRUE
2407,Positive,Neutral,Negative,FALSE,FALSE
2408,Positive,Neutral,Negative,FALSE,FALSE
2409,Positive,Positive,Positive,TRUE,TRUE
2410,Negative,Negative,Negative,TRUE,TRUE
2411,Positive,Positive,Negative,TRUE,FALSE
2412,Negative,Negative,Negative,TRUE,TRUE
2413,Positive,Negative,Positive,FALSE,TRUE
2414,Positive,Positive,Positive,TRUE,TRUE
2415,Positive,Positive,Positive,TRUE,TRUE
2416,Positive,Positive,Positive,TRUE,TRUE
2417,Positive,Positive,Positive,TRUE,TRUE
2418,Positive,Positive,Positive,TRUE,TRUE
2419,Negative,Negative,Negative,TRUE,TRUE
2420,Positive,Positive,Positive,TRUE,TRUE
2421,Negative,Negative,Negative,TRUE,TRUE
2422,Positive,Positive,Positive,TRUE,TRUE
2423,Positive,Negative,Negative,FALSE,FALSE
2424,Positive,Neutral,Negative,FALSE,FALSE
2425,Positive,Positive,Positive,TRUE,TRUE
2426,Positive,Positive,Positive,TRUE,TRUE
2427,Positive,Positive,Positive,TRUE,TRUE
2428,Positive,Negative,Negative,FALSE,FALSE
2429,Negative,Neutral,Negative,FALSE,TRUE
2430,Positive,Positive,Positive,TRUE,TRUE
2431,Negative,Negative,Negative,TRUE,TRUE
2432,Positive,Positive,Positive,TRUE,TRUE
2433,Positive,Positive,Positive,TRUE,TRUE
2434,Positive,Neutral,Positive,FALSE,TRUE
2435,Negative,Neutral,Positive,FALSE,FALSE
2436,Positive,Negative,Negative,FALSE,FALSE
2437,Positive,Positive,Positive,TRUE,TRUE
2438,Positive,Negative,Negative,FALSE,FALSE
2439,Negative,Negative,Negative,TRUE,TRUE
2440,Negative,Negative,Negative,TRUE,TRUE
2441,Positive,Positive,Positive,TRUE,TRUE
2442,Positive,Negative,Negative,FALSE,FALSE
2443,Positive,Positive,Positive,TRUE,TRUE
2444,Negative,Negative,Negative,TRUE,TRUE
2445,Neutral,Neutral,Neutral,TRUE,TRUE
2446,Positive,Positive,Positive,TRUE,TRUE
2447,Positive,Positive,Positive,TRUE,TRUE
2448,Positive,Negative,Negative,FALSE,FALSE
2449,Positive,Positive,Positive,TRUE,TRUE
2450,Positive,Neutral,Neutral,FALSE,FALSE
2451,Negative,Negative,Negative,TRUE,TRUE
2452,Positive,Neutral,Positive,FALSE,TRUE
2453,Positive,Negative,Negative,FALSE,FALSE
2454,Negative,Negative,Negative,TRUE,TRUE
2455,Positive,Positive,Positive,TRUE,TRUE
2456,Positive,Neutral,Positive,FALSE,TRUE
2457,Positive,Positive,Negative,TRUE,FALSE
2458,Positive,Negative,Negative,FALSE,FALSE
2459,Negative,Negative,Negative,TRUE,TRUE
2460,Positive,Neutral,Negative,FALSE,FALSE
2461,Positive,Positive,Positive,TRUE,TRUE
2462,Positive,Positive,Positive,TRUE,TRUE
2463,Positive,Neutral,Positive,FALSE,TRUE
2464,Positive,Negative,Negative,FALSE,FALSE
2465,Positive,Positive,Negative,TRUE,FALSE
2466,Positive,Neutral,Negative,FALSE,FALSE
2467,Negative,Negative,Negative,TRUE,TRUE
2468,Positive,Positive,Negative,TRUE,FALSE
2469,Positive,Positive,Positive,TRUE,TRUE
2470,Neutral,Neutral,Positive,TRUE,FALSE
2471,Positive,Positive,Positive,TRUE,TRUE
2472,Positive,Positive,Positive,TRUE,TRUE
2473,Positive,Neutral,Positive,FALSE,TRUE
2474,Positive,Positive,Positive,TRUE,TRUE
2475,Negative,Neutral,Negative,FALSE,TRUE
2476,Positive,Positive,Positive,TRUE,TRUE
2477,Negative,Neutral,Negative,FALSE,TRUE
2478,Negative,Negative,Negative,TRUE,TRUE
2479,Positive,Positive,Positive,TRUE,TRUE
2480,Positive,Positive,Negative,TRUE,FALSE
2481,Negative,Negative,Negative,TRUE,TRUE
2482,Positive,Positive,Positive,TRUE,TRUE
2483,Positive,Positive,Positive,TRUE,TRUE
2484,Positive,Neutral,Positive,FALSE,TRUE
2485,Negative,Negative,Negative,TRUE,TRUE
2486,Neutral,Neutral,Negative,TRUE,FALSE
2487,Negative,Positive,Negative,FALSE,TRUE
2488,Positive,Positive,Positive,TRUE,TRUE
2489,Positive,Positive,Negative,TRUE,FALSE
2490,Positive,Negative,Negative,FALSE,FALSE
2491,Positive,Positive,Positive,TRUE,TRUE
2492,Positive,Positive,Positive,TRUE,TRUE
2493,Negative,Negative,Negative,TRUE,TRUE
2494,Positive,Neutral,Positive,FALSE,TRUE
2495,Positive,Negative,Negative,FALSE,FALSE
2496,Negative,Negative,Negative,TRUE,TRUE
2497,Positive,Negative,Negative,FALSE,FALSE
2498,Positive,Positive,Positive,TRUE,TRUE
2499,Positive,Positive,Positive,TRUE,TRUE
2500,Negative,Negative,Negative,TRUE,TRUE
2501,Negative,Negative,Negative,TRUE,TRUE
2502,Positive,Positive,Positive,TRUE,TRUE
2503,Positive,Neutral,Negative,FALSE,FALSE
2504,Positive,Neutral,Positive,FALSE,TRUE
2505,Positive,Positive,Positive,TRUE,TRUE
2506,Negative,Negative,Positive,TRUE,FALSE
2507,Negative,Negative,Negative,TRUE,TRUE
2508,Negative,Negative,Negative,TRUE,TRUE
2509,Positive,Neutral,Positive,FALSE,TRUE
2510,Neutral,Negative,Negative,FALSE,FALSE
2511,Negative,Negative,Negative,TRUE,TRUE
2512,Positive,Positive,Positive,TRUE,TRUE
2513,Negative,Negative,Negative,TRUE,TRUE
2514,Negative,Negative,Negative,TRUE,TRUE
2515,Negative,Negative,Negative,TRUE,TRUE
2516,Positive,Positive,Positive,TRUE,TRUE
2517,Positive,Positive,Positive,TRUE,TRUE
2518,Positive,Positive,Positive,TRUE,TRUE
2519,Positive,Positive,Positive,TRUE,TRUE
2520,Positive,Neutral,Negative,FALSE,FALSE
2521,Positive,Positive,Positive,TRUE,TRUE
2522,Positive,Positive,Positive,TRUE,TRUE
2523,Positive,Positive,Positive,TRUE,TRUE
2524,Positive,Positive,Positive,TRUE,TRUE
2525,Negative,Neutral,Negative,FALSE,TRUE
2526,Positive,Positive,Positive,TRUE,TRUE
2527,Negative,Negative,Negative,TRUE,TRUE
2528,Negative,Negative,Negative,TRUE,TRUE
2529,Positive,Neutral,Positive,FALSE,TRUE
2530,Positive,Positive,Positive,TRUE,TRUE
2531,Positive,Negative,Positive,FALSE,TRUE
2532,Negative,Negative,Negative,TRUE,TRUE
2533,Positive,Neutral,Negative,FALSE,FALSE
2534,Negative,Negative,Negative,TRUE,TRUE
2535,Positive,Positive,Positive,TRUE,TRUE
2536,Negative,Negative,Negative,TRUE,TRUE
2537,Positive,Negative,Negative,FALSE,FALSE
2538,Negative,Negative,Negative,TRUE,TRUE
2539,Positive,Positive,Positive,TRUE,TRUE
2540,Positive,Positive,Positive,TRUE,TRUE
2541,Positive,Positive,Positive,TRUE,TRUE
2542,Positive,Neutral,Positive,FALSE,TRUE
2543,Positive,Negative,Negative,FALSE,FALSE
2544,Positive,Neutral,Negative,FALSE,FALSE
2545,Positive,Neutral,Positive,FALSE,TRUE
2546,Positive,Positive,Positive,TRUE,TRUE
2547,Negative,Negative,Negative,TRUE,TRUE
2548,Positive,Neutral,Negative,FALSE,FALSE
2549,Positive,Positive,Positive,TRUE,TRUE
2550,Negative,Negative,Negative,TRUE,TRUE
2551,Positive,Positive,Positive,TRUE,TRUE
2552,Positive,Positive,Positive,TRUE,TRUE
2553,Positive,Neutral,Neutral,FALSE,FALSE
2554,Negative,Neutral,Negative,FALSE,TRUE
2555,Positive,Neutral,Negative,FALSE,FALSE
2556,Positive,Positive,Positive,TRUE,TRUE
2557,Negative,Negative,Negative,TRUE,TRUE
2558,Positive,Positive,Positive,TRUE,TRUE
2559,Positive,Positive,Positive,TRUE,TRUE
2560,Positive,Positive,Positive,TRUE,TRUE
2561,Negative,Neutral,Negative,FALSE,TRUE
2562,Negative,Neutral,Negative,FALSE,TRUE
2563,Positive,Positive,Positive,TRUE,TRUE
2564,Positive,Positive,Positive,TRUE,TRUE
2565,Positive,Positive,Positive,TRUE,TRUE
2566,Positive,Negative,Negative,FALSE,FALSE
2567,Positive,Positive,Positive,TRUE,TRUE
2568,Positive,Negative,Negative,FALSE,FALSE
2569,Negative,Negative,Negative,TRUE,TRUE
2570,Positive,Neutral,Positive,FALSE,TRUE
2571,Negative,Negative,Negative,TRUE,TRUE
2572,Positive,Negative,Negative,FALSE,FALSE
2573,Positive,Positive,Positive,TRUE,TRUE
2574,Negative,Negative,Negative,TRUE,TRUE
2575,Positive,Positive,Positive,TRUE,TRUE
2576,Positive,Neutral,Positive,FALSE,TRUE
2577,Positive,Positive,Positive,TRUE,TRUE
2578,Negative,Negative,Negative,TRUE,TRUE
2579,Negative,Negative,Negative,TRUE,TRUE
2580,Positive,Neutral,Positive,FALSE,TRUE
2581,Positive,Positive,Positive,TRUE,TRUE
2582,Neutral,Neutral,Negative,TRUE,FALSE
2583,Positive,Positive,Positive,TRUE,TRUE
2584,Positive,Neutral,Negative,FALSE,FALSE
2585,Positive,Negative,Negative,FALSE,FALSE
2586,Positive,Positive,Positive,TRUE,TRUE
2587,Negative,Negative,Negative,TRUE,TRUE
2588,Negative,Negative,Negative,TRUE,TRUE
2589,Positive,Positive,Positive,TRUE,TRUE
2590,Negative,Negative,Negative,TRUE,TRUE
2591,Negative,Negative,Negative,TRUE,TRUE
2592,Positive,Neutral,Positive,FALSE,TRUE
2593,Positive,Positive,Positive,TRUE,TRUE
2594,Positive,Positive,Positive,TRUE,TRUE
2595,Negative,Negative,Negative,TRUE,TRUE
2596,Negative,Negative,Negative,TRUE,TRUE
2597,Positive,Positive,Positive,TRUE,TRUE
2598,Positive,Positive,Negative,TRUE,FALSE
2599,Negative,Negative,Negative,TRUE,TRUE
2600,Positive,Positive,Positive,TRUE,TRUE
2601,Positive,Positive,Positive,TRUE,TRUE
2602,Negative,Negative,Negative,TRUE,TRUE
2603,Negative,Neutral,Negative,FALSE,TRUE
2604,Negative,Positive,Negative,FALSE,TRUE
2605,Positive,Positive,Positive,TRUE,TRUE
2606,Negative,Positive,Positive,FALSE,FALSE
2607,Positive,Positive,Positive,TRUE,TRUE
2608,Positive,Positive,Positive,TRUE,TRUE
2609,Positive,Positive,Negative,TRUE,FALSE
2610,Positive,Positive,Positive,TRUE,TRUE
2611,Positive,Neutral,Positive,FALSE,TRUE
2612,Positive,Neutral,Positive,FALSE,TRUE
2613,Positive,Negative,Negative,FALSE,FALSE
2614,Negative,Negative,Negative,TRUE,TRUE
2615,Negative,Negative,Negative,TRUE,TRUE
2616,Positive,Neutral,Negative,FALSE,FALSE
2617,Positive,Positive,Positive,TRUE,TRUE
2618,Positive,Neutral,Positive,FALSE,TRUE
2619,Negative,Negative,Negative,TRUE,TRUE
2620,Negative,Neutral,Negative,FALSE,TRUE
2621,Positive,Positive,Positive,TRUE,TRUE
2622,Positive,Positive,Positive,TRUE,TRUE
2623,Positive,Negative,Negative,FALSE,FALSE
2624,Positive,Positive,Positive,TRUE,TRUE
2625,Positive,Neutral,Positive,FALSE,TRUE
2626,Positive,Neutral,Positive,FALSE,TRUE
2627,Positive,Positive,Positive,TRUE,TRUE
2628,Positive,Positive,Positive,TRUE,TRUE
2629,Positive,Positive,Positive,TRUE,TRUE
2630,Negative,Negative,Negative,TRUE,TRUE
2631,Positive,Negative,Positive,FALSE,TRUE
2632,Positive,Positive,Positive,TRUE,TRUE
2633,Positive,Neutral,Negative,FALSE,FALSE
2634,Negative,Positive,Positive,FALSE,FALSE
2635,Positive,Neutral,Positive,FALSE,TRUE
2636,Positive,Positive,Positive,TRUE,TRUE
2637,Positive,Neutral,Negative,FALSE,FALSE
2638,Positive,Negative,Negative,FALSE,FALSE
2639,Negative,Negative,Negative,TRUE,TRUE
2640,Positive,Positive,Positive,TRUE,TRUE
2641,Positive,Positive,Positive,TRUE,TRUE
2642,Negative,Negative,Negative,TRUE,TRUE
2643,Positive,Positive,Positive,TRUE,TRUE
2644,Positive,Negative,Negative,FALSE,FALSE
2645,Positive,Neutral,Negative,FALSE,FALSE
2646,Negative,Negative,Negative,TRUE,TRUE
2647,Positive,Neutral,Positive,FALSE,TRUE
2648,Negative,Positive,Negative,FALSE,TRUE
2649,Positive,Positive,Positive,TRUE,TRUE
2650,Positive,Positive,Positive,TRUE,TRUE
2651,Negative,Negative,Negative,TRUE,TRUE
2652,Positive,Neutral,Neutral,FALSE,FALSE
2653,Negative,Negative,Negative,TRUE,TRUE
2654,Positive,Neutral,Positive,FALSE,TRUE
2655,Positive,Neutral,Negative,FALSE,FALSE
2656,Positive,Neutral,Negative,FALSE,FALSE
2657,Positive,Positive,Positive,TRUE,TRUE
2658,Positive,Positive,Positive,TRUE,TRUE
2659,Negative,Negative,Negative,TRUE,TRUE
2660,Positive,Positive,Positive,TRUE,TRUE
2661,Positive,Positive,Positive,TRUE,TRUE
2662,Negative,Neutral,Negative,FALSE,TRUE
2663,Positive,Positive,Positive,TRUE,TRUE
2664,Negative,Negative,Negative,TRUE,TRUE
2665,Positive,Positive,Positive,TRUE,TRUE
2666,Positive,Neutral,Positive,FALSE,TRUE
2667,Positive,Positive,Positive,TRUE,TRUE
2668,Positive,Positive,Positive,TRUE,TRUE
2669,Positive,Neutral,Positive,FALSE,TRUE
2670,Negative,Neutral,Negative,FALSE,TRUE
2671,Positive,Negative,Negative,FALSE,FALSE
2672,Negative,Negative,Negative,TRUE,TRUE
2673,Positive,Positive,Positive,TRUE,TRUE
2674,Positive,Positive,Positive,TRUE,TRUE
2675,Positive,Neutral,Positive,FALSE,TRUE
2676,Positive,Positive,Positive,TRUE,TRUE
2677,Positive,Positive,Positive,TRUE,TRUE
2678,Negative,Negative,Negative,TRUE,TRUE
2679,Positive,Positive,Positive,TRUE,TRUE
2680,Positive,Negative,Negative,FALSE,FALSE
2681,Positive,Positive,Positive,TRUE,TRUE
2682,Positive,Positive,Positive,TRUE,TRUE
2683,Positive,Negative,Negative,FALSE,FALSE
2684,Negative,Negative,Negative,TRUE,TRUE
2685,Positive,Positive,Positive,TRUE,TRUE
2686,Positive,Negative,Negative,FALSE,FALSE
2687,Positive,Neutral,Negative,FALSE,FALSE
2688,Positive,Positive,Positive,TRUE,TRUE
2689,Positive,Neutral,Negative,FALSE,FALSE
2690,Positive,Positive,Positive,TRUE,TRUE
2691,Neutral,Positive,Neutral,FALSE,TRUE
2692,Negative,Positive,Negative,FALSE,TRUE
2693,Positive,Positive,Positive,TRUE,TRUE
2694,Positive,Negative,Positive,FALSE,TRUE
2695,Positive,Positive,Positive,TRUE,TRUE
2696,Positive,Positive,Positive,TRUE,TRUE
2697,Neutral,Neutral,Positive,TRUE,FALSE
2698,Positive,Neutral,Negative,FALSE,FALSE
2699,Negative,Negative,Negative,TRUE,TRUE
2700,Positive,Positive,Positive,TRUE,TRUE
2701,Neutral,Positive,Positive,FALSE,FALSE
2702,Positive,Negative,Negative,FALSE,FALSE
2703,Positive,Neutral,Positive,FALSE,TRUE
2704,Positive,Positive,Positive,TRUE,TRUE
2705,Positive,Positive,Positive,TRUE,TRUE
2706,Positive,Neutral,Positive,FALSE,TRUE
2707,Negative,Positive,Positive,FALSE,FALSE
2708,Positive,Positive,Positive,TRUE,TRUE
2709,Positive,Positive,Negative,TRUE,FALSE
2710,Positive,Positive,Positive,TRUE,TRUE
2711,Negative,Neutral,Negative,FALSE,TRUE
2712,Positive,Neutral,Positive,FALSE,TRUE
2713,Positive,Negative,Negative,FALSE,FALSE
2714,Positive,Neutral,Positive,FALSE,TRUE
2715,Negative,Neutral,Negative,FALSE,TRUE
2716,Positive,Positive,Positive,TRUE,TRUE
2717,Neutral,Neutral,Negative,TRUE,FALSE
2718,Positive,Positive,Positive,TRUE,TRUE
2719,Negative,Negative,Negative,TRUE,TRUE
2720,Positive,Neutral,Positive,FALSE,TRUE
2721,Positive,Positive,Positive,TRUE,TRUE
2722,Negative,Neutral,Positive,FALSE,FALSE
2723,Positive,Negative,Negative,FALSE,FALSE
2724,Positive,Positive,Negative,TRUE,FALSE
2725,Positive,Negative,Positive,FALSE,TRUE
2726,Positive,Negative,Positive,FALSE,TRUE
2727,Positive,Positive,Positive,TRUE,TRUE
2728,Negative,Negative,Negative,TRUE,TRUE
2729,Positive,Positive,Positive,TRUE,TRUE
2730,Positive,Neutral,Positive,FALSE,TRUE
2731,Positive,Neutral,Positive,FALSE,TRUE
2732,Positive,Positive,Positive,TRUE,TRUE
2733,Positive,Positive,Positive,TRUE,TRUE
2734,Positive,Positive,Positive,TRUE,TRUE
